doc_id,doc_type,filename,total_pages,native_pages,image_pages,classification,error
DOC-CC-094,completion_certificate,completion_certificate/DOC-CC-094.pdf,3,2,1,mixed,
DOC-CC-095,completion_certificate,completion_certificate/DOC-CC-095.pdf,1,1,0,native,
DOC-CC-096,completion_certificate,completion_certificate/DOC-CC-096.pdf,1,1,0,native,
DOC-CC-097,completion_certificate,completion_certificate/DOC-CC-097.pdf,1,1,0,native,
DOC-CC-098,completion_certificate,completion_certificate/DOC-CC-098.pdf,3,2,1,mixed,
DOC-CC-099,completion_certificate,completion_certificate/DOC-CC-099.pdf,1,1,0,native,
DOC-CC-100,completion_certificate,completion_certificate/DOC-CC-100.pdf,1,1,0,native,
DOC-CC-101,completion_certificate,completion_certificate/DOC-CC-101.pdf,1,1,0,native,
DOC-CC-102,completion_certificate,completion_certificate/DOC-CC-102.pdf,3,2,1,mixed,
DOC-CC-103,completion_certificate,completion_certificate/DOC-CC-103.pdf,1,1,0,native,
DOC-CC-104,completion_certificate,completion_certificate/DOC-CC-104.pdf,3,2,1,mixed,
DOC-CC-105,completion_certificate,completion_certificate/DOC-CC-105.pdf,3,3,0,native,
DOC-CC-106,completion_certificate,completion_certificate/DOC-CC-106.pdf,3,2,1,mixed,
DOC-CC-107,completion_certificate,completion_certificate/DOC-CC-107.pdf,3,2,1,mixed,
DOC-CC-108,completion_certificate,completion_certificate/DOC-CC-108.pdf,3,2,1,mixed,
DOC-CC-109,completion_certificate,completion_certificate/DOC-CC-109.pdf,3,2,1,mixed,
DOC-CC-110,completion_certificate,completion_certificate/DOC-CC-110.pdf,2,2,0,native,
DOC-CC-111,completion_certificate,completion_certificate/DOC-CC-111.pdf,2,2,0,native,
DOC-CC-112,completion_certificate,completion_certificate/DOC-CC-112.pdf,3,2,1,mixed,
DOC-CC-113,completion_certificate,completion_certificate/DOC-CC-113.pdf,1,1,0,native,
DOC-CC-114,completion_certificate,completion_certificate/DOC-CC-114.pdf,3,2,1,mixed,
DOC-CC-115,completion_certificate,completion_certificate/DOC-CC-115.pdf,1,1,0,native,
DOC-CC-116,completion_certificate,completion_certificate/DOC-CC-116.pdf,2,2,0,native,
DOC-CC-117,completion_certificate,completion_certificate/DOC-CC-117.pdf,2,2,0,native,
DOC-CC-118,completion_certificate,completion_certificate/DOC-CC-118.pdf,3,2,1,mixed,
DOC-CC-119,completion_certificate,completion_certificate/DOC-CC-119.pdf,1,1,0,native,
DOC-CC-120,completion_certificate,completion_certificate/DOC-CC-120.pdf,1,1,0,native,
DOC-CC-121,completion_certificate,completion_certificate/DOC-CC-121.pdf,1,1,0,native,
DOC-CC-122,completion_certificate,completion_certificate/DOC-CC-122.pdf,1,1,0,native,
DOC-CC-123,completion_certificate,completion_certificate/DOC-CC-123.pdf,1,1,0,native,
DOC-CC-124,completion_certificate,completion_certificate/DOC-CC-124.pdf,1,1,0,native,
DOC-CC-125,completion_certificate,completion_certificate/DOC-CC-125.pdf,1,1,0,native,
DOC-CC-126,completion_certificate,completion_certificate/DOC-CC-126.pdf,1,1,0,native,
DOC-CC-127,completion_certificate,completion_certificate/DOC-CC-127.pdf,1,1,0,native,
DOC-CC-128,completion_certificate,completion_certificate/DOC-CC-128.pdf,3,2,1,mixed,
DOC-CC-129,completion_certificate,completion_certificate/DOC-CC-129.pdf,2,2,0,native,
DOC-CC-130,completion_certificate,completion_certificate/DOC-CC-130.pdf,1,1,0,native,
DOC-CC-131,completion_certificate,completion_certificate/DOC-CC-131.pdf,3,2,1,mixed,
DOC-CC-132,completion_certificate,completion_certificate/DOC-CC-132.pdf,1,1,0,native,
DOC-CC-133,completion_certificate,completion_certificate/DOC-CC-133.pdf,1,1,0,native,
DOC-CC-134,completion_certificate,completion_certificate/DOC-CC-134.pdf,2,2,0,native,
DOC-CC-135,completion_certificate,completion_certificate/DOC-CC-135.pdf,1,1,0,native,
DOC-CC-136,completion_certificate,completion_certificate/DOC-CC-136.pdf,2,2,0,native,
DOC-CC-137,completion_certificate,completion_certificate/DOC-CC-137.pdf,1,1,0,native,
DOC-CC-138,completion_certificate,completion_certificate/DOC-CC-138.pdf,1,1,0,native,
DOC-CC-139,completion_certificate,completion_certificate/DOC-CC-139.pdf,2,2,0,native,
DOC-CC-140,completion_certificate,completion_certificate/DOC-CC-140.pdf,3,3,0,native,
DOC-CC-141,completion_certificate,completion_certificate/DOC-CC-141.pdf,1,1,0,native,
DOC-CC-142,completion_certificate,completion_certificate/DOC-CC-142.pdf,2,2,0,native,
DOC-CC-143,completion_certificate,completion_certificate/DOC-CC-143.pdf,1,1,0,native,
DOC-CC-144,completion_certificate,completion_certificate/DOC-CC-144.pdf,1,1,0,native,
DOC-CC-145,completion_certificate,completion_certificate/DOC-CC-145.pdf,3,2,1,mixed,
DOC-CC-146,completion_certificate,completion_certificate/DOC-CC-146.pdf,2,2,0,native,
DOC-CC-147,completion_certificate,completion_certificate/DOC-CC-147.pdf,3,2,1,mixed,
DOC-CC-148,completion_certificate,completion_certificate/DOC-CC-148.pdf,3,2,1,mixed,
DOC-CC-149,completion_certificate,completion_certificate/DOC-CC-149.pdf,1,1,0,native,
DOC-CC-150,completion_certificate,completion_certificate/DOC-CC-150.pdf,1,1,0,native,
DOC-CC-151,completion_certificate,completion_certificate/DOC-CC-151.pdf,3,2,1,mixed,
DOC-CC-152,completion_certificate,completion_certificate/DOC-CC-152.pdf,3,2,1,mixed,
DOC-CC-153,completion_certificate,completion_certificate/DOC-CC-153.pdf,3,2,1,mixed,
DOC-CC-154,completion_certificate,completion_certificate/DOC-CC-154.pdf,3,2,1,mixed,
DOC-CC-155,completion_certificate,completion_certificate/DOC-CC-155.pdf,3,3,0,native,
DOC-CCC-001,company_completion_certificate,company_completion_certificate/DOC-CCC-001.pdf,1,1,0,native,
DOC-CCC-002,company_completion_certificate,company_completion_certificate/DOC-CCC-002.pdf,2,2,0,native,
DOC-CCC-003,company_completion_certificate,company_completion_certificate/DOC-CCC-003.pdf,2,2,0,native,
DOC-CCC-004,company_completion_certificate,company_completion_certificate/DOC-CCC-004.pdf,1,1,0,native,
DOC-CCC-005,company_completion_certificate,company_completion_certificate/DOC-CCC-005.pdf,2,2,0,native,
DOC-CCC-006,company_completion_certificate,company_completion_certificate/DOC-CCC-006.pdf,1,1,0,native,
DOC-CCC-007,company_completion_certificate,company_completion_certificate/DOC-CCC-007.pdf,2,2,0,native,
DOC-CCC-008,company_completion_certificate,company_completion_certificate/DOC-CCC-008.pdf,2,2,0,native,
DOC-CCC-009,company_completion_certificate,company_completion_certificate/DOC-CCC-009.pdf,1,1,0,native,
DOC-CCC-010,company_completion_certificate,company_completion_certificate/DOC-CCC-010.pdf,2,2,0,native,
DOC-CCC-011,company_completion_certificate,company_completion_certificate/DOC-CCC-011.pdf,1,1,0,native,
DOC-CCC-012,company_completion_certificate,company_completion_certificate/DOC-CCC-012.pdf,1,1,0,native,
DOC-CCC-013,company_completion_certificate,company_completion_certificate/DOC-CCC-013.pdf,1,1,0,native,
DOC-CCC-014,company_completion_certificate,company_completion_certificate/DOC-CCC-014.pdf,1,1,0,native,
DOC-CCC-015,company_completion_certificate,company_completion_certificate/DOC-CCC-015.pdf,1,1,0,native,
DOC-CCC-016,company_completion_certificate,company_completion_certificate/DOC-CCC-016.pdf,1,1,0,native,
DOC-CCC-017,company_completion_certificate,company_completion_certificate/DOC-CCC-017.pdf,2,2,0,native,
DOC-CCC-018,company_completion_certificate,company_completion_certificate/DOC-CCC-018.pdf,1,1,0,native,
DOC-CCC-019,company_completion_certificate,company_completion_certificate/DOC-CCC-019.pdf,2,2,0,native,
DOC-CCC-020,company_completion_certificate,company_completion_certificate/DOC-CCC-020.pdf,1,1,0,native,
DOC-CCC-021,company_completion_certificate,company_completion_certificate/DOC-CCC-021.pdf,2,2,0,native,
DOC-CCC-022,company_completion_certificate,company_completion_certificate/DOC-CCC-022.pdf,1,1,0,native,
DOC-CCC-023,company_completion_certificate,company_completion_certificate/DOC-CCC-023.pdf,2,2,0,native,
DOC-CCC-024,company_completion_certificate,company_completion_certificate/DOC-CCC-024.pdf,2,2,0,native,
DOC-CCC-025,company_completion_certificate,company_completion_certificate/DOC-CCC-025.pdf,1,1,0,native,
DOC-CCC-026,company_completion_certificate,company_completion_certificate/DOC-CCC-026.pdf,2,2,0,native,
DOC-CCC-027,company_completion_certificate,company_completion_certificate/DOC-CCC-027.pdf,1,1,0,native,
DOC-CCC-028,company_completion_certificate,company_completion_certificate/DOC-CCC-028.pdf,2,2,0,native,
DOC-CCC-029,company_completion_certificate,company_completion_certificate/DOC-CCC-029.pdf,2,2,0,native,
DOC-CCC-030,company_completion_certificate,company_completion_certificate/DOC-CCC-030.pdf,1,1,0,native,
DOC-CCC-031,company_completion_certificate,company_completion_certificate/DOC-CCC-031.pdf,2,2,0,native,
DOC-CCC-032,company_completion_certificate,company_completion_certificate/DOC-CCC-032.pdf,2,2,0,native,
DOC-CCC-033,company_completion_certificate,company_completion_certificate/DOC-CCC-033.pdf,1,1,0,native,
DOC-CCC-034,company_completion_certificate,company_completion_certificate/DOC-CCC-034.pdf,2,2,0,native,
DOC-CCC-035,company_completion_certificate,company_completion_certificate/DOC-CCC-035.pdf,1,1,0,native,
DOC-CCC-036,company_completion_certificate,company_completion_certificate/DOC-CCC-036.pdf,2,2,0,native,
DOC-CCC-037,company_completion_certificate,company_completion_certificate/DOC-CCC-037.pdf,1,1,0,native,
DOC-CCC-038,company_completion_certificate,company_completion_certificate/DOC-CCC-038.pdf,2,2,0,native,
DOC-CCC-039,company_completion_certificate,company_completion_certificate/DOC-CCC-039.pdf,2,2,0,native,
DOC-CCC-040,company_completion_certificate,company_completion_certificate/DOC-CCC-040.pdf,1,1,0,native,
DOC-CCC-041,company_completion_certificate,company_completion_certificate/DOC-CCC-041.pdf,2,2,0,native,
DOC-CCC-042,company_completion_certificate,company_completion_certificate/DOC-CCC-042.pdf,2,2,0,native,
DOC-CCC-043,company_completion_certificate,company_completion_certificate/DOC-CCC-043.pdf,2,2,0,native,
DOC-CCC-044,company_completion_certificate,company_completion_certificate/DOC-CCC-044.pdf,1,1,0,native,
DOC-CCC-045,company_completion_certificate,company_completion_certificate/DOC-CCC-045.pdf,1,1,0,native,
DOC-CCC-046,company_completion_certificate,company_completion_certificate/DOC-CCC-046.pdf,1,1,0,native,
DOC-CCC-047,company_completion_certificate,company_completion_certificate/DOC-CCC-047.pdf,2,2,0,native,
DOC-CCC-048,company_completion_certificate,company_completion_certificate/DOC-CCC-048.pdf,1,1,0,native,
DOC-CCC-049,company_completion_certificate,company_completion_certificate/DOC-CCC-049.pdf,1,1,0,native,
DOC-CCC-050,company_completion_certificate,company_completion_certificate/DOC-CCC-050.pdf,2,2,0,native,
DOC-CCC-051,company_completion_certificate,company_completion_certificate/DOC-CCC-051.pdf,1,1,0,native,
DOC-CCC-052,company_completion_certificate,company_completion_certificate/DOC-CCC-052.pdf,2,2,0,native,
DOC-CCC-053,company_completion_certificate,company_completion_certificate/DOC-CCC-053.pdf,2,2,0,native,
DOC-CCC-054,company_completion_certificate,company_completion_certificate/DOC-CCC-054.pdf,2,2,0,native,
DOC-CCC-055,company_completion_certificate,company_completion_certificate/DOC-CCC-055.pdf,1,1,0,native,
DOC-CCC-056,company_completion_certificate,company_completion_certificate/DOC-CCC-056.pdf,1,1,0,native,
DOC-CCC-057,company_completion_certificate,company_completion_certificate/DOC-CCC-057.pdf,1,1,0,native,
DOC-CCC-058,company_completion_certificate,company_completion_certificate/DOC-CCC-058.pdf,2,2,0,native,
DOC-CCC-059,company_completion_certificate,company_completion_certificate/DOC-CCC-059.pdf,2,2,0,native,
DOC-CCC-060,company_completion_certificate,company_completion_certificate/DOC-CCC-060.pdf,1,1,0,native,
DOC-CCC-061,company_completion_certificate,company_completion_certificate/DOC-CCC-061.pdf,1,1,0,native,
DOC-CCC-062,company_completion_certificate,company_completion_certificate/DOC-CCC-062.pdf,1,1,0,native,
DOC-CCC-063,company_completion_certificate,company_completion_certificate/DOC-CCC-063.pdf,2,2,0,native,
DOC-CCC-064,company_completion_certificate,company_completion_certificate/DOC-CCC-064.pdf,2,2,0,native,
DOC-CCC-065,company_completion_certificate,company_completion_certificate/DOC-CCC-065.pdf,2,2,0,native,
DOC-CCC-066,company_completion_certificate,company_completion_certificate/DOC-CCC-066.pdf,2,2,0,native,
DOC-CCC-067,company_completion_certificate,company_completion_certificate/DOC-CCC-067.pdf,2,2,0,native,
DOC-CCC-068,company_completion_certificate,company_completion_certificate/DOC-CCC-068.pdf,1,1,0,native,
DOC-CCC-069,company_completion_certificate,company_completion_certificate/DOC-CCC-069.pdf,1,1,0,native,
